Unnamed: 0,daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,Addiction Score
9507,4,46,2,0,75,3,42,6,3,31,66.52799999999999
9508,1,35,3,0,54,1,43,4,6,12,55.637999999999984
9509,3,33,0,3,82,0,22,4,8,35,72.73199999999999
9510,4,18,1,0,57,1,44,7,4,25,39.731999999999985
9511,3,32,2,1,66,4,40,3,5,33,66.825
9512,0,34,2,0,49,0,28,7,2,25,33.72599999999999
9513,3,29,2,1,45,2,26,4,0,23,41.61299999999999
9514,9,27,3,1,66,2,33,3,8,27,80.75099999999999
9515,2,36,1,1,55,1,30,10,5,24,49.00499999999999
9516,2,41,3,2,80,2,45,5,7,26,79.728
9517,5,29,3,1,75,1,35,8,3,28,61.08299999999999
9518,3,38,1,0,62,1,22,5,8,37,60.55499999999999
9519,6,31,2,0,64,0,28,4,8,30,64.449
9520,3,41,2,1,70,2,16,6,7,25,75.17399999999999
9521,4,24,3,2,78,0,15,6,6,33,69.16799999999999
9522,3,35,1,1,72,1,27,3,6,28,65.14199999999997
9523,3,35,1,1,48,0,30,7,2,21,39.53399999999999
9524,0,26,0,1,47,0,35,9,1,24,22.44
9525,5,26,2,2,54,1,40,5,5,30,55.044
9526,3,38,3,1,70,1,39,4,7,22,71.77499999999999
9527,4,25,1,2,51,3,39,5,6,34,56.330999999999996
9528,5,40,2,2,78,1,18,5,8,26,84.41399999999999
9529,8,33,0,0,70,1,18,6,7,19,69.82799999999999
9530,2,23,2,1,46,1,36,2,5,25,45.672
9531,4,47,1,3,61,1,20,3,9,29,80.28899999999997
9532,2,31,1,2,48,0,33,5,2,25,39.038999999999994
9533,0,33,2,2,90,0,28,4,4,36,63.59100000000001
9534,3,23,2,0,41,0,34,6,1,29,26.432999999999993
9535,0,23,0,1,55,2,47,5,4,32,36.795
9536,5,36,0,0,63,0,39,3,8,27,58.706999999999994
9537,2,20,1,0,59,1,29,4,3,29,39.501
9538,4,17,1,0,46,1,53,6,1,27,25.641
9539,3,38,3,1,65,3,21,9,6,37,69.13499999999999
9540,4,22,1,1,43,0,29,7,3,26,34.452000000000005
9541,2,19,0,1,48,1,31,11,0,23,23.462999999999994
9542,3,33,4,0,84,1,40,5,2,33,61.31399999999999
9543,3,33,3,2,68,1,25,5,4,31,64.25099999999999
9544,0,20,0,1,75,2,42,5,6,24,52.70099999999999
9545,3,35,0,2,70,1,37,7,7,33,61.346999999999994
9546,4,18,1,0,51,0,49,7,0,24,23.958
9547,5,37,0,3,48,2,15,7,6,28,63.03
9548,2,33,2,2,53,0,21,7,0,25,41.052
9549,6,28,1,1,50,0,32,9,0,19,36.663
9550,6,32,1,1,82,0,44,1,7,29,71.37899999999998
9551,0,21,1,0,43,0,42,9,4,31,22.143
9552,3,16,2,1,47,2,26,3,7,18,55.01099999999999
9553,4,38,0,0,86,1,31,4,5,27,65.99999999999999
9554,4,38,0,2,70,0,15,8,5,26,61.281
9555,2,26,1,1,51,2,40,4,4,24,45.705000000000005
9556,0,26,0,0,54,0,44,8,2,22,24.882000000000005
9557,5,38,0,1,70,0,41,6,8,33,62.303999999999995
9558,3,23,2,0,39,0,25,9,2,28,27.488999999999994
9559,1,33,3,1,70,0,18,4,4,31,57.815999999999995
9560,5,33,1,1,70,0,43,5,4,26,55.50600000000001
9561,4,44,0,2,65,0,30,5,5,26,60.885000000000005
9562,5,33,2,0,77,1,16,4,6,41,67.88099999999997
9563,6,25,5,1,65,2,16,8,6,31,73.68899999999998
9564,2,24,2,0,58,1,32,8,4,30,42.306000000000004
9565,4,35,2,2,70,2,30,4,4,31,67.914
9566,0,41,0,1,40,1,38,8,3,24,33.165
9567,5,35,1,0,72,3,37,5,3,30,61.049999999999976
9568,3,35,3,0,73,2,38,4,4,27,64.053
9569,5,34,3,1,69,0,33,3,3,29,60.687
9570,2,41,4,2,60,0,37,10,8,43,62.93099999999998
9571,5,42,1,2,81,1,28,5,7,34,78.309
9572,5,42,4,0,75,1,36,4,6,29,75.50399999999998
9573,5,42,3,2,72,2,35,3,3,25,75.10799999999999
9574,6,31,1,2,59,1,15,7,5,39,59.4
9575,4,33,2,1,38,1,43,6,3,23,41.34900000000001
9576,5,22,1,0,50,0,42,8,1,24,29.634
9577,2,30,1,1,58,1,47,7,0,27,34.84799999999999
9578,0,41,1,1,85,1,36,1,5,30,66.264
9579,1,22,0,0,44,0,34,3,0,18,21.120000000000005
9580,1,27,2,0,49,1,29,4,3,24,39.699
9581,4,33,5,2,72,1,19,4,4,32,74.58
9582,8,26,3,2,65,0,25,7,8,27,73.887
9583,1,39,0,3,71,2,24,5,5,20,68.046
9584,5,37,4,1,69,3,35,7,3,28,70.78500000000001
9585,6,33,0,1,58,1,45,10,2,19,44.913
9586,3,25,3,0,42,2,26,3,2,40,39.434999999999995
9587,7,35,5,2,78,1,22,9,4,33,79.332
9588,6,40,2,1,77,1,32,3,5,21,75.83399999999999
9589,7,29,2,2,59,1,25,4,9,26,75.40499999999999
9590,4,27,3,2,71,1,39,6,5,43,61.37999999999999
9591,5,30,3,2,65,1,24,5,9,22,78.57300000000001
9592,2,42,2,2,77,1,38,2,4,32,67.881
9593,2,26,1,0,53,1,52,6,6,15,44.153999999999996
9594,5,38,4,3,67,0,34,6,5,21,74.316
9595,4,22,1,0,56,1,50,6,5,25,42.933
9596,3,18,1,0,60,1,50,7,4,29,37.653
9597,4,18,0,0,52,0,38,10,1,31,22.340999999999998
9598,5,17,2,0,63,0,27,5,1,28,40.09499999999999
9599,3,37,3,2,76,1,29,7,5,27,71.18100000000001
9600,4,41,2,1,51,0,41,7,4,27,49.30199999999999
9601,4,30,3,0,68,1,36,9,6,33,58.37699999999999
9602,5,33,5,0,54,1,27,8,4,29,58.112999999999985
9603,2,16,2,0,64,0,25,5,2,18,40.160999999999994
9604,8,25,1,1,64,1,38,5,7,32,63.393
9605,3,24,3,3,71,1,38,10,6,32,63.788999999999994
9606,3,40,2,1,81,1,31,8,5,22,69.49799999999999
9607,2,31,0,0,50,1,32,3,2,17,37.75200000000001
9608,0,24,1,1,60,1,38,5,1,22,36.234
9609,6,34,1,0,62,1,21,5,7,28,63.72299999999998
9610,4,33,0,0,55,1,53,7,6,29,44.74799999999999
9611,5,28,3,2,78,2,25,6,7,36,78.44099999999999
9612,5,36,3,2,59,3,17,4,6,35,75.99899999999998
9613,3,26,0,1,66,1,46,10,5,17,48.14699999999999
9614,4,39,3,2,65,2,21,7,5,40,69.531
9615,1,23,1,1,55,2,41,6,5,32,43.725
9616,1,30,1,0,42,0,22,5,5,25,36.795
9617,5,26,0,0,62,0,48,5,2,25,37.718999999999994
9618,5,24,0,0,40,2,25,6,4,26,39.43500000000001
9619,3,35,2,3,72,0,37,7,3,26,59.99399999999999
9620,4,28,0,0,60,1,34,6,4,23,45.639
9621,3,28,2,0,49,1,52,4,1,22,35.475
9622,2,40,1,1,73,0,25,7,3,35,52.305000000000014
9623,4,23,1,0,51,0,20,5,5,22,44.21999999999999
9624,5,31,3,2,54,0,41,5,5,31,56.46299999999999
9625,7,37,2,3,60,1,40,6,3,31,63.49199999999998
9626,4,36,3,2,66,1,15,7,6,34,70.455
9627,5,41,2,2,66,2,16,9,5,34,70.78500000000001
9628,2,26,1,2,48,2,29,8,1,30,38.049
9629,4,31,2,0,42,1,45,8,3,28,36.696
9630,1,30,0,0,50,0,53,8,6,18,34.946999999999996
9631,3,18,1,1,46,0,53,7,1,18,25.83899999999999
9632,2,35,2,2,51,1,47,7,5,28,50.456999999999994
9633,6,26,4,2,72,1,19,6,4,28,71.841
9634,4,31,2,1,49,1,53,9,6,21,49.698
9635,1,39,1,1,82,2,42,6,6,31,66.32999999999998
9636,1,20,1,0,54,0,33,4,1,37,25.27799999999999
9637,4,21,0,0,57,2,28,4,3,26,43.42799999999999
9638,5,39,1,0,77,1,15,4,4,29,66.13199999999999
9639,4,40,2,1,77,2,32,8,5,24,71.511
9640,2,40,2,2,93,2,16,2,2,31,77.154
9641,5,32,2,1,61,0,27,6,7,29,61.47899999999999
9642,4,26,1,0,47,0,51,7,2,20,30.623999999999995
9643,1,27,0,0,41,2,31,7,2,32,26.961
9644,5,32,2,1,57,1,44,5,2,21,50.62199999999999
9645,3,31,2,0,46,0,35,7,2,34,32.67
9646,2,18,1,2,48,1,23,6,2,21,38.34599999999999
9647,4,37,2,0,82,1,30,7,5,25,67.518
9648,2,18,0,1,41,0,37,4,4,26,28.776
9649,8,35,3,1,67,2,33,5,7,26,79.62899999999999
9650,3,30,2,1,67,0,39,5,6,31,56.19899999999999
9651,5,31,0,2,64,1,35,5,4,36,53.98799999999999
9652,4,32,2,2,63,1,27,8,4,36,56.89199999999998
9653,4,29,0,1,60,0,55,9,7,25,47.090999999999994
9654,2,30,1,0,50,2,35,2,2,28,40.556999999999995
9655,1,35,3,1,80,0,36,5,4,38,58.377
9656,5,39,0,1,70,0,38,5,5,37,56.034
9657,3,15,2,0,48,0,43,9,3,23,29.006999999999994
9658,6,34,2,0,69,2,25,8,4,21,64.845
9659,4,28,2,1,57,2,17,7,3,21,55.670999999999985
9660,4,23,1,2,51,1,20,8,2,21,44.450999999999986
9661,3,29,1,0,57,0,26,10,5,22,43.82399999999999
9662,7,32,2,1,72,1,25,5,4,22,68.871
9663,6,43,5,1,59,1,38,3,4,36,69.366
9664,5,37,3,1,48,0,45,6,5,22,53.85600000000001
9665,3,40,4,2,83,3,30,6,3,26,80.619
9666,6,37,4,4,80,4,19,5,5,30,97.878
9667,6,46,2,2,63,0,40,7,5,29,65.66999999999999
9668,4,35,1,3,76,1,35,8,5,35,66.16499999999999
9669,4,28,3,2,74,0,19,4,4,29,65.868
9670,6,38,5,1,66,1,19,10,3,27,68.96999999999998
9671,3,37,2,3,87,2,28,5,4,24,79.794
9672,5,26,1,2,66,2,27,6,7,39,65.34
9673,3,23,0,1,58,0,55,7,1,29,28.412999999999997
9674,0,16,1,1,56,2,34,5,1,21,34.683
9675,3,12,0,1,57,0,35,4,1,20,30.557999999999986
9676,3,26,5,0,42,0,32,5,3,35,40.359
9677,6,26,1,0,62,1,22,7,5,26,54.64799999999998
9678,0,23,0,2,43,1,38,8,1,24,25.278
9679,3,17,2,0,54,1,34,7,2,27,35.376
9680,5,31,2,1,67,1,16,2,6,36,67.51799999999999
9681,3,50,1,2,83,2,28,5,4,33,75.70200000000001
9682,4,18,0,2,46,0,46,9,1,30,24.88199999999999
9683,2,37,5,1,79,1,26,5,7,23,80.68499999999999
9684,2,28,2,0,64,0,45,5,0,23,36.234
9685,4,37,2,4,88,3,17,5,4,34,87.384
9686,2,25,0,1,52,0,27,9,6,19,41.81099999999999
9687,6,18,1,0,55,0,26,6,0,19,34.848
9688,7,24,2,1,71,1,19,4,8,28,74.44800000000001
9689,2,36,3,1,80,1,26,2,7,37,74.21699999999998
9690,6,44,2,2,61,1,36,7,6,41,66.99
9691,4,18,1,1,39,0,29,10,2,22,27.39
9692,5,38,0,0,75,2,20,4,5,28,66.759
9693,3,32,2,0,65,1,15,3,4,30,56.95799999999998
9694,4,27,1,1,60,1,46,9,5,26,48.47699999999999
9695,2,25,1,2,67,1,38,3,3,33,49.79699999999999
9696,5,31,4,1,67,3,22,3,6,30,78.47399999999998
9697,4,38,2,0,57,2,20,6,5,24,61.083
9698,2,43,3,3,59,2,18,2,6,40,74.052
9699,7,35,2,0,64,0,37,2,8,24,69.036
9700,1,28,4,2,67,1,33,7,6,23,64.779
9701,2,24,2,2,55,0,39,9,4,24,43.362
9702,2,25,2,1,54,1,54,3,7,22,52.173
9703,3,42,3,4,61,1,31,7,6,33,72.43499999999999
9704,5,33,3,1,71,0,26,4,7,34,69.828
9705,2,31,1,1,73,2,20,7,6,26,64.218
9706,2,22,2,0,49,0,46,8,6,25,37.488
9707,3,26,1,1,50,0,43,7,1,22,31.97699999999999
9708,3,30,1,4,79,2,32,9,5,20,73.09499999999998
9709,3,21,2,0,60,0,37,10,2,20,36.234
9710,5,34,1,1,52,1,48,3,2,22,46.79399999999998
9711,7,20,2,1,65,0,44,3,7,35,59.400000000000006
9712,4,31,4,0,60,2,29,6,4,36,58.278000000000006
9713,2,40,0,0,81,1,19,9,3,33,53.757000000000005
9714,0,22,1,1,44,0,53,7,1,29,19.073999999999998
9715,3,41,2,1,73,2,29,5,4,25,68.24400000000001
9716,4,36,2,3,70,3,15,4,2,33,71.67599999999999
9717,5,31,2,0,48,1,46,5,4,20,47.288999999999994
9718,5,36,2,1,72,2,32,7,6,30,70.55399999999999
9719,4,22,2,3,48,1,37,7,3,28,46.69499999999999
9720,4,44,2,0,80,0,40,4,6,30,68.04599999999999
9721,5,42,2,2,80,1,37,4,8,26,83.78699999999998
9722,6,46,5,1,58,2,27,6,6,30,78.96899999999998
9723,3,35,2,2,82,1,30,8,8,32,75.60299999999998
9724,5,31,3,1,68,2,27,4,5,36,68.178
9725,3,33,3,1,75,2,20,4,4,34,68.50800000000001
9726,2,24,1,1,62,1,38,3,7,30,53.85599999999999
9727,0,24,1,0,54,0,41,9,1,18,25.112999999999992
9728,3,32,3,1,90,1,28,8,3,29,67.419
9729,7,25,1,1,32,1,40,7,6,21,44.483999999999995
9730,6,32,1,1,61,0,31,4,6,28,59.06999999999998
9731,4,25,2,2,45,0,43,7,1,37,32.867999999999995
9732,1,34,1,1,51,2,26,7,3,27,44.81399999999999
9733,4,17,2,0,62,1,32,5,7,29,53.72399999999999
9734,2,38,1,1,84,2,31,6,4,30,65.967
9735,5,28,0,0,54,0,47,4,6,28,43.98899999999999
9736,3,39,0,1,40,1,47,7,1,21,32.504999999999995
9737,2,28,4,2,53,0,52,8,1,27,40.26
9738,2,20,1,2,48,0,40,6,5,17,41.282999999999994
9739,4,20,1,1,57,1,51,3,0,33,33.95699999999999
9740,1,23,0,0,47,1,49,9,0,27,17.489999999999995
9741,6,39,1,2,65,2,24,3,9,27,81.93900000000001
9742,5,34,2,2,66,0,28,4,4,30,61.775999999999996
9743,3,28,0,0,54,1,43,4,1,22,34.154999999999994
9744,2,22,0,1,48,0,32,8,3,21,30.987000000000002
9745,4,21,1,1,56,0,28,6,2,25,39.204
9746,9,36,4,1,77,1,23,5,4,25,81.279
9747,2,22,0,1,39,1,20,5,2,25,30.227999999999998
9748,1,30,0,1,64,1,50,6,1,25,36.465
9749,2,27,2,1,49,1,37,11,1,24,33.759
9750,1,24,0,1,48,0,23,5,1,42,24.18899999999999
9751,4,29,0,1,60,1,44,5,8,30,55.670999999999985
9752,4,28,3,1,46,1,53,7,5,29,46.72799999999999
9753,0,33,2,0,54,2,23,7,5,24,49.69800000000001
9754,5,32,2,4,70,0,45,7,7,28,71.445
9755,0,21,1,3,48,2,49,7,0,26,31.548
9756,4,41,3,2,50,1,50,6,5,29,58.41
9757,6,37,5,1,70,1,43,7,7,32,76.62599999999999
9758,4,33,1,0,72,1,41,6,5,43,52.89899999999999
9759,6,31,1,0,64,1,42,7,7,25,59.33399999999999
9760,7,49,1,1,69,0,43,7,3,37,59.00400000000002
9761,5,45,4,0,77,0,15,9,5,33,71.742
9762,2,23,2,1,39,1,23,9,5,31,38.346
9763,4,28,1,1,53,0,39,5,6,27,48.34499999999999
9764,0,24,1,0,65,1,34,8,5,17,44.81400000000001
9765,8,38,2,2,84,0,38,5,4,30,75.042
9766,1,32,1,1,54,0,49,9,6,24,42.009
9767,3,32,2,0,74,2,19,5,6,38,65.175
9768,5,36,4,0,69,2,29,5,7,32,75.04199999999997
9769,4,48,3,0,77,0,42,4,4,30,65.96699999999998
9770,4,26,0,1,74,0,35,5,4,29,50.81999999999999
9771,1,26,0,1,50,0,24,5,3,18,36.036
9772,5,23,1,0,43,1,41,4,2,30,33.297
9773,1,27,0,1,50,1,50,9,2,27,28.115999999999996
9774,2,29,4,2,85,1,36,5,8,20,81.90599999999999
9775,4,24,1,2,37,3,26,5,7,16,57.58499999999998
9776,4,21,1,1,47,0,34,8,0,28,27.126
9777,9,38,3,2,80,0,41,1,8,22,90.58500000000001
9778,3,34,2,2,69,3,34,5,8,22,78.30900000000001
9779,3,30,1,1,73,4,35,7,3,26,61.974000000000004
9780,2,40,1,0,73,3,35,3,4,22,64.54799999999999
9781,4,37,3,2,54,0,22,7,5,22,61.281
9782,5,39,3,0,76,3,20,4,7,32,82.26899999999999
9783,5,18,2,0,50,2,36,7,6,22,50.16
9784,1,22,1,2,41,0,52,5,4,29,30.62399999999999
9785,5,47,3,2,60,1,20,6,7,32,76.461
9786,2,23,1,2,61,0,50,9,6,27,45.37499999999999
9787,0,25,2,1,76,0,26,10,6,28,53.09699999999999
9788,3,29,0,0,38,0,32,5,2,26,26.234999999999996
9789,3,23,1,1,51,0,51,8,0,18,27.819
9790,4,28,2,1,58,0,41,6,0,19,40.458
9791,4,24,1,0,42,2,33,8,7,19,47.32199999999999
9792,2,33,0,0,62,1,53,3,0,24,34.848
9793,1,26,1,3,44,1,50,5,5,25,43.329
9794,4,24,1,1,54,0,49,10,3,31,34.31999999999999
9795,5,34,1,0,73,2,27,4,8,26,72.92999999999998
9796,3,37,3,1,47,3,22,6,5,32,60.455999999999996
9797,0,21,2,0,38,1,38,7,0,26,19.173000000000002
9798,8,33,1,3,73,3,29,8,8,42,82.66499999999998
9799,7,35,2,1,69,2,25,4,6,28,75.53699999999999
9800,6,21,1,2,39,0,28,7,0,20,32.93399999999999
9801,5,21,1,1,56,0,23,9,3,22,42.702000000000005
9802,0,24,0,1,68,2,51,7,4,25,43.29599999999999
9803,2,24,1,0,47,1,32,6,5,23,39.468
9804,4,43,4,1,77,1,27,5,9,38,83.91899999999998
9805,1,23,0,0,54,0,21,10,6,25,36.266999999999996
9806,2,30,1,1,44,2,25,7,1,27,36.827999999999996
9807,2,36,2,4,77,4,44,8,7,31,82.36799999999998
9808,3,14,1,1,48,0,52,6,6,26,35.639999999999986
9809,0,17,2,1,56,0,50,5,7,20,43.26299999999999
9810,5,38,4,1,70,1,26,7,6,37,72.10499999999999
9811,4,30,1,2,78,2,38,8,5,24,67.056
9812,3,30,2,0,64,1,23,6,0,25,44.220000000000006
9813,3,31,0,0,74,1,33,5,7,33,57.650999999999996
9814,4,44,2,1,67,0,26,4,4,33,61.577999999999996
9815,4,31,1,0,76,0,31,4,3,26,53.32799999999999
9816,3,25,0,0,42,0,35,7,0,28,19.602
9817,3,27,2,1,73,0,17,5,6,32,61.281
9818,2,17,0,0,60,1,42,2,2,27,33.396
9819,4,34,0,0,56,2,34,6,1,18,43.428000000000004
9820,1,21,1,1,53,1,30,10,3,23,35.541
9821,4,32,1,1,71,1,35,7,4,32,55.506
9822,6,25,1,1,60,0,48,7,4,26,46.62899999999999
9823,1,27,2,1,51,0,42,4,6,18,46.85999999999999
9824,3,27,2,0,44,1,48,8,6,21,42.37199999999999
9825,4,33,0,0,66,2,40,5,6,27,57.089999999999996
9826,0,21,1,0,61,2,33,5,4,31,41.117999999999995
9827,3,31,3,4,84,1,15,7,5,30,80.124
9828,8,31,4,1,60,1,16,5,5,33,70.686
9829,7,32,4,0,75,0,24,3,8,27,79.26599999999998
9830,3,23,2,2,48,1,52,7,5,26,45.111
9831,4,29,1,2,62,1,41,5,3,32,50.75399999999999
9832,3,42,3,3,83,0,29,5,7,30,82.03799999999998
9833,6,36,2,2,61,2,42,4,8,24,76.06499999999998
9834,1,26,1,2,42,0,52,6,2,15,30.788999999999998
9835,0,28,1,1,62,0,42,3,3,23,41.019000000000005
9836,3,20,2,1,49,0,51,5,5,24,40.32599999999999
9837,5,28,3,4,63,1,35,7,4,25,67.28699999999999
9838,3,25,0,1,54,0,32,7,4,22,39.633
9839,3,23,0,3,57,1,33,8,5,24,50.19299999999999
9840,6,28,3,1,84,0,25,5,4,29,69.49799999999999
9841,3,31,2,1,71,3,36,5,5,25,67.08899999999998
9842,3,36,0,0,48,2,39,6,4,33,41.316
9843,2,25,1,0,33,0,23,5,0,32,18.512999999999998
9844,3,22,3,0,52,1,47,6,5,19,46.464
9845,5,35,2,0,64,1,52,4,2,21,51.74399999999998
9846,3,19,0,2,41,0,20,9,1,21,27.554999999999993
9847,3,22,1,0,51,2,23,7,2,16,40.721999999999994
9848,4,38,2,0,62,3,26,3,6,25,69.59699999999998
9849,5,15,1,1,50,2,35,2,1,23,40.887
9850,5,35,0,2,77,0,43,7,6,37,60.918
9851,0,27,2,0,45,2,26,9,5,31,39.236999999999995
9852,3,32,0,2,60,2,36,6,4,34,51.744
9853,4,24,2,1,47,1,52,8,1,23,34.51800000000001
9854,3,29,3,2,65,2,20,5,4,36,63.69
9855,3,36,3,2,71,2,25,5,2,33,64.911
9856,1,24,0,0,45,1,27,5,7,20,40.986
9857,4,23,1,1,58,0,25,7,1,29,37.653
9858,0,45,3,1,55,1,17,3,6,24,63.92099999999998
9859,2,33,1,1,42,0,24,3,2,31,35.376
9860,0,24,2,0,53,0,40,7,2,24,29.666999999999998
9861,4,22,0,2,51,1,29,7,3,20,43.097999999999985
9862,5,26,3,2,74,0,36,6,6,33,66.231
9863,6,17,0,0,49,0,28,10,4,28,32.999999999999986
9864,8,22,2,2,78,0,22,6,5,28,69.96
9865,4,31,0,1,72,0,44,6,5,25,53.064
9866,3,30,2,1,43,1,42,5,1,26,36.399
9867,1,28,2,0,50,2,22,3,4,25,47.487
9868,2,20,1,0,51,2,46,6,2,18,34.617000000000004
9869,3,39,2,2,75,1,24,8,8,35,74.15099999999998
9870,3,37,0,1,78,2,43,5,6,37,63.261
9871,4,32,0,1,65,3,33,5,5,29,60.489000000000004
9872,3,22,1,1,55,0,20,8,4,30,40.953
9873,6,29,1,1,64,0,36,3,4,32,53.55899999999998
9874,2,25,1,2,85,2,43,4,3,43,57.882000000000005
9875,4,38,1,1,73,2,30,7,8,26,73.491
9876,3,34,0,3,84,1,22,5,8,35,76.46099999999998
9877,1,30,2,1,77,0,24,7,7,36,60.159
9878,3,24,2,1,44,2,49,7,0,24,32.967
9879,4,25,1,0,72,0,31,5,4,29,49.73099999999999
9880,2,28,0,1,52,1,46,6,5,24,41.44799999999999
9881,3,18,1,1,45,1,51,9,2,31,26.630999999999993
9882,3,24,1,1,43,0,45,9,1,38,22.307999999999993
9883,7,30,0,2,67,5,19,3,7,31,82.26899999999998
9884,4,24,1,0,64,0,51,9,6,27,44.48399999999999
9885,2,38,2,1,64,0,45,8,6,21,55.836000000000006
9886,2,28,1,1,56,0,47,7,3,22,38.115
9887,4,16,0,1,41,0,52,8,1,26,19.173
9888,4,24,1,1,54,1,48,6,5,33,44.25299999999999
9889,3,27,1,0,49,1,47,6,2,29,32.604000000000006
9890,2,24,2,0,56,1,32,4,5,23,47.883
9891,5,38,3,2,77,0,41,3,7,33,76.32899999999998
9892,2,29,2,1,61,1,30,4,5,26,55.10999999999999
9893,1,29,2,0,53,0,39,8,5,20,40.82099999999999
9894,3,31,1,0,66,1,36,6,7,35,54.71399999999999
9895,3,31,2,1,66,0,30,6,5,29,55.10999999999999
9896,2,22,0,1,51,1,51,8,3,19,32.769
9897,1,20,0,1,50,0,22,10,4,30,30.029999999999998
9898,5,30,1,2,85,1,38,7,5,31,68.244
9899,3,30,2,1,53,0,27,7,0,21,38.379
9900,7,31,6,2,67,2,31,7,6,30,82.92899999999999
9901,5,24,1,0,52,1,52,5,0,24,32.472
9902,5,27,2,0,75,2,25,2,7,38,70.125
9903,4,23,3,1,52,0,25,4,5,24,52.337999999999994
9904,8,38,0,0,69,2,38,5,5,25,65.802
9905,4,37,2,0,60,3,34,3,7,29,68.24399999999999
9906,5,28,3,3,79,4,28,3,6,34,87.48300000000002
9907,2,31,0,1,69,0,16,6,8,30,58.674
9908,4,36,2,0,60,1,19,4,7,31,63.22799999999999
9909,0,28,1,1,41,0,46,6,2,22,25.904999999999994
9910,4,34,1,1,60,0,39,5,3,29,46.99199999999998
9911,5,29,0,0,56,0,31,8,1,27,34.08899999999999
9912,3,33,0,3,72,1,42,5,7,29,65.86799999999998
9913,2,29,2,2,60,1,37,4,8,31,62.20499999999998
9914,6,23,0,0,45,0,50,4,3,23,32.769
9915,0,33,0,1,65,3,19,3,3,26,54.02099999999999
9916,3,33,0,0,45,1,40,3,5,25,41.547
9917,4,33,2,0,65,1,25,7,7,36,60.291
9918,7,30,3,0,65,2,22,6,6,23,71.41199999999999
9919,2,32,0,1,52,0,28,3,1,31,34.28699999999999
9920,1,33,0,1,85,0,44,6,6,37,54.94500000000001
9921,2,22,0,1,43,1,50,9,1,25,22.308000000000003
9922,5,42,2,2,61,0,39,4,5,30,63.227999999999994
9923,6,38,3,0,72,2,21,6,3,29,68.508
9924,3,23,0,1,52,0,42,8,2,21,31.086000000000006
9925,3,29,2,1,45,1,27,6,5,31,46.86
9926,4,26,0,1,46,2,34,8,0,20,33.924
9927,2,23,1,1,37,0,44,9,4,29,26.432999999999993
9928,3,29,1,1,49,1,25,9,6,23,48.70799999999999
9929,4,31,3,3,66,1,34,4,6,34,70.125
9930,3,16,3,1,62,1,51,7,5,23,49.56599999999998
9931,8,45,3,0,66,2,44,2,8,27,82.69800000000001
9932,3,33,2,0,66,2,40,6,8,31,63.756
9933,3,36,0,2,60,2,42,5,3,28,52.205999999999996
9934,5,33,2,0,52,0,26,7,6,31,51.21599999999999
9935,1,20,1,0,50,2,25,5,5,18,43.527
9936,4,44,2,3,85,0,25,7,4,29,75.53699999999999
9937,3,21,0,0,49,0,43,6,0,21,22.308
9938,2,18,0,0,46,0,50,6,6,34,27.58799999999999
9939,3,29,0,0,62,0,46,8,6,26,43.06499999999999
9940,8,31,0,0,74,3,20,5,8,33,76.29599999999999
9941,3,37,5,2,80,2,21,7,8,30,88.968
9942,7,56,0,2,76,1,44,5,7,28,81.246
9943,2,27,0,2,36,0,22,7,2,20,30.392999999999994
9944,4,30,1,1,51,1,35,7,7,31,51.90899999999999
9945,7,40,3,0,74,0,15,8,3,32,65.04299999999998
9946,4,19,1,1,52,0,30,6,6,22,45.968999999999994
9947,2,39,1,0,56,1,21,7,5,25,51.050999999999995
9948,3,27,2,2,61,2,23,6,4,24,59.829000000000015
9949,2,22,1,1,54,0,39,7,2,30,31.713
9950,7,38,2,0,77,2,38,5,4,25,71.08200000000001
9951,0,29,1,0,48,1,30,10,2,34,27.026999999999997
9952,1,24,0,1,36,0,53,8,2,26,17.325
9953,5,35,2,1,75,1,44,5,8,41,70.059
9954,5,36,1,1,81,0,41,4,7,27,69.92699999999999
9955,4,31,2,0,47,0,48,5,3,16,40.45799999999999
9956,4,32,1,0,86,2,27,8,4,22,65.901
9957,4,34,3,1,61,2,36,6,6,18,68.01299999999999
9958,1,18,2,1,45,1,33,9,5,35,34.946999999999996
9959,2,30,2,0,45,0,31,6,3,25,35.805
9960,6,24,1,0,56,1,27,4,3,18,49.20299999999999
9961,3,29,1,2,72,0,25,5,7,35,62.27099999999999
9962,8,37,2,1,65,2,40,9,3,28,63.36000000000001
9963,3,36,3,2,67,1,23,4,4,34,65.34
9964,5,19,2,2,54,0,30,2,4,24,51.77699999999999
9965,0,24,0,1,57,0,22,6,6,24,42.206999999999994
9966,7,32,0,2,59,3,37,3,9,27,75.80099999999999
9967,4,39,3,2,63,2,16,4,5,31,73.42499999999998
9968,2,25,1,2,52,0,37,2,1,21,38.37899999999999
9969,3,19,0,0,51,0,32,8,5,27,33.099
9970,4,42,2,0,52,2,35,6,7,36,59.696999999999996
9971,3,54,2,2,64,1,34,5,4,33,66.693
9972,4,37,2,1,65,2,16,5,3,23,64.51500000000001
9973,2,23,2,2,47,0,24,2,3,24,43.75799999999999
9974,4,34,0,0,69,2,17,7,4,32,55.70400000000001
9975,3,17,1,1,46,1,39,8,4,33,33.49499999999999
9976,12,32,3,2,78,2,20,4,3,25,87.153
9977,4,26,2,1,64,2,27,7,4,32,56.397000000000006
